nr	periodiserad	namn	forklaring	utgiven	uppdaterad	dcatnr	distribution	landing	conforms_to	datanr	namn_lank	forklaring_lank	fil_lank	filformat	fromdatum	tomdatum
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2007-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds50	http://pensionsmyndigheten.se/datasets/dcat#dist50	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n69	2006	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2006	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2006.xls	.xls	2006-01-01	2006-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2006-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds51	http://pensionsmyndigheten.se/datasets/dcat#dist51	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n70	2005	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2005	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2005.xls	.xls	2005-01-01	2005-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2005-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds52	http://pensionsmyndigheten.se/datasets/dcat#dist52	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n71	2004	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2004	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2004.xls	.xls	2004-01-01	2004-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2004-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds53	http://pensionsmyndigheten.se/datasets/dcat#dist53	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n72	2003	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2003	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2003.xls	.xls	2003-01-01	2003-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2017-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds54	http://pensionsmyndigheten.se/datasets/dcat#dist54	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n73	2016	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2016	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/SF0301_02.xlsx	.xlsx	2016-01-01	2016-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2016-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds55	http://pensionsmyndigheten.se/datasets/dcat#dist55	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n74	2015	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2015	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/SF0301-9_Utbetald_pension2015p.xlsx	.xlsx	2015-01-01	2015-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2015-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds56	http://pensionsmyndigheten.se/datasets/dcat#dist56	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n75	2014	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2014	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2014.xls	.xls	2014-01-01	2014-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2014-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds57	http://pensionsmyndigheten.se/datasets/dcat#dist57	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n76	2013	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2013	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2013.xls	.xls	2013-01-01	2013-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2013-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds58	http://pensionsmyndigheten.se/datasets/dcat#dist58	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n77	2012	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2012	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2012.xlsx	.xlsx	2012-01-01	2012-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2012-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds59	http://pensionsmyndigheten.se/datasets/dcat#dist59	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n78	2011	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2011	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2011.xls	.xls	2011-01-01	2011-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2011-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds60	http://pensionsmyndigheten.se/datasets/dcat#dist60	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n79	2010	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2010	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2010.xls	.xls	2010-01-01	2010-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2010-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds61	http://pensionsmyndigheten.se/datasets/dcat#dist61	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n80	2009	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2009	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2009.xls	.xls	2009-01-01	2009-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2009-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds62	http://pensionsmyndigheten.se/datasets/dcat#dist62	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n81	2008	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2008	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2008.xls	.xls	2008-01-01	2008-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2008-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds63	http://pensionsmyndigheten.se/datasets/dcat#dist63	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n82	2007	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2007	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2007.xls	.xls	2007-01-01	2007-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2007-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds64	http://pensionsmyndigheten.se/datasets/dcat#dist64	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n83	2006	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2006	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/b02102_2006.xls	.xls	2006-01-01	2006-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2006-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds65	http://pensionsmyndigheten.se/datasets/dcat#dist65	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n84	2005	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2005	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/2005_b02102.xls	.xls	2005-01-01	2005-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2005-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds66	http://pensionsmyndigheten.se/datasets/dcat#dist66	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n85	2004	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2004	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/2004_b02102.xls	.xls	2004-01-01	2004-12-31
16	ja	Utbetalning årsstatistik från 2003 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2004-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds67	http://pensionsmyndigheten.se/datasets/dcat#dist67	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n86	2003	 Allmän pension, Årsbelopp. Kön, uttagsandel och typ av pension 2003	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/utbetald-%C3%A5lderspension--%C3%A4ldref%C3%B6rs%C3%B6rjningsst%C3%B6d/2003_b02102.xls	.xls	2003-01-01	2003-12-31
17	nej	Utbetalning årsstatistik från 2003 Allmän pension. Tabell 03 Antal pensionärer. Regelverk, kön och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2017-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds68	http://pensionsmyndigheten.se/datasets/dcat#dist68	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n87	2016	Utbetalning årsstatistik från 2003 Allmän pension. Tabell 03 Antal pensionärer. Regelverk, kön och typ av pension	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/allm%C3%A4n-pension--tabell-03-antal-pension%C3%A4rer--regelverk,-k%C3%B6n-och-typ-av-pension/SF0301_03.xlsx	.xlsx	2016-01-01	2016-12-31
18	nej	Utbetalning årsstatistik från 2003 Allmän pension. Antal pensionärer. Kön, åldersgrupp, typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2017-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds69	http://pensionsmyndigheten.se/datasets/dcat#dist69	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n88	2016	Utbetalning årsstatistik från 2003 Allmän pension. Antal pensionärer. Kön, åldersgrupp, typ av pension	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/allm%C3%A4n-pension--tabell-04---k%C3%B6n,-%C3%A5ldersgrupp-och-typ-av-pension/SF0301_04.xlsx	.xlsx	2016-01-01	2016-12-31
19	nej	Utbetalning årsstatistik från 2003 Allmän pension. Årsbelopp. Kön, åldersgrupp och typ av pension	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2017-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds70	http://pensionsmyndigheten.se/datasets/dcat#dist70	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n89	2016	Utbetalning årsstatistik från 2003 Allmän pension. Årsbelopp. Kön, åldersgrupp och typ av pension	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/allm%C3%A4n-pension--tabell-05---%C3%A5rsbelopp--k%C3%B6n,-%C3%A5ldersgrupp-och-typ-av-pension/SF0301_05.xlsx	.xlsx	2016-01-01	2016-12-31
20	ja	Utbetalning årsstatistik till 2002 Antal pensioner och pensionstagare med folkpension och tilläggspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2003-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds71	http://pensionsmyndigheten.se/datasets/dcat#dist71	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n90	2002	 Antal pensioner och pensionstagare med folkpension och tilläggspension i december 2002	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensioner-och-pensionstagare-med-fp-och-tp/O_ant_pens_2002.xls	.xls	2002-01-01	2002-12-31
20	ja	Utbetalning årsstatistik till 2002 Antal pensioner och pensionstagare med folkpension och tilläggspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2002-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds72	http://pensionsmyndigheten.se/datasets/dcat#dist72	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n91	2001	 Antal pensioner och pensionstagare med folkpension och tilläggspension i december 2001	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensioner-och-pensionstagare-med-fp-och-tp/O_ant_pens_2001.xls	.xls	2001-01-01	2001-12-31
20	ja	Utbetalning årsstatistik till 2002 Antal pensioner och pensionstagare med folkpension och tilläggspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2001-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds73	http://pensionsmyndigheten.se/datasets/dcat#dist73	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n92	2000	 Antal pensioner och pensionstagare med folkpension och tilläggspension i december 2000	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensioner-och-pensionstagare-med-fp-och-tp/O_ant_pens_2000.xls	.xls	2000-01-01	2000-12-31
20	ja	Utbetalning årsstatistik till 2002 Antal pensioner och pensionstagare med folkpension och tilläggspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2000-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds74	http://pensionsmyndigheten.se/datasets/dcat#dist74	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n93	1999	 Antal pensioner och pensionstagare med folkpension och tilläggspension i december 1999	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensioner-och-pensionstagare-med-fp-och-tp/O_ant_pens_1999.xls	.xls	1999-01-01	1999-12-31
21	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2003-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds75	http://pensionsmyndigheten.se/datasets/dcat#dist75	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n94	2002	Antal pensionstagare med ålderspension i december 2002	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension/A_antal_2002.xls	.xls	2002-01-01	2002-12-31
21	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2002-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds76	http://pensionsmyndigheten.se/datasets/dcat#dist76	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n95	2001	Antal pensionstagare med ålderspension i december 2001	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension/A_antal_2001.xls	.xls	2001-01-01	2001-12-31
21	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2001-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds77	http://pensionsmyndigheten.se/datasets/dcat#dist77	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n96	2000	Antal pensionstagare med ålderspension i december 2000	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension/A_antal_2000.xls	.xls	2000-01-01	2000-12-31
21	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2000-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds78	http://pensionsmyndigheten.se/datasets/dcat#dist78	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n97	1999	Antal pensionstagare med ålderspension i december 1999	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension/A_antal_1999.xls	.xls	1999-01-01	1999-12-31
